[meta] uuid,[meta] weight,[dem] country_code,[dem] age,[dem] gender,[dem] education_level,[dem] degree_of_urbanisation,[dem] residency,[dem] household_size,[dem] immigration,[dem] origin,[dem] settlement_size,[dem] hometown,[dem] ethnic_background,[dem] religion,[dem] employment_status,[dem] employment_status_in_education,[dem] work_type_routine,[dem] work_type_manual,[dem] lgbtq,[dem] income_net_monthly,[dem] disposable_income,[dem] household_finances_past12months,[dem] financial_security,[dem] change_household_finances_next12months,[dem] job_security,[dem] status_national_economy,[dem] change_economy_country_past12months,[dem] economy_country_next12months,[aud] social_networks_regularly_used,[aud] social_media_activity_rank,[aud] online_sharing_frequency,[aud] sharing_network_size,[aud] member_organization,[aud] organization_activities_timeperweek,[aud] media_tv_hours,[aud] media_radio_hours,[aud] media_print_hours,[question] opinion_eu,[question] opinion_government,[question] political_view,[question] likelihood_to_demonstrate,[question] vote_referendum,[question] frequency_of_voting,[question] vote_next_national_election,[question] ranking_party_de,[question] voted_party_last_election_de,[question] ranking_party_fr,[question] voted_party_last_election_fr,[question] ranking_party_es,[question] voted_party_last_election_es,[question] ranking_party_pl,[question] voted_party_last_election_pl,[question] ranking_party_it,[question] voted_party_last_election_it,[question] ranking_party_gb,[question] voted_party_last_election_gb,[question] when_vote_decision_was_made,[question] vote_nextelection_de,[question] vote_nextelection_fr,[question] vote_nextelection_es,[question] vote_nextelection_pl,[question] vote_nextelection_it,[question] vote_nextelection_gb,[question] certainty_party_to_vote,[question] friends_family_same_vote,[question] important_issues_when_voting,[question] ranking_importance_of_issues_when_voting,[question] preferred_type_of_political_leader,[question] frequent_sharing_of_politicalviews,[question] independence_or_respect,[question] obedience_or_selfreliance,[question] consideration_or_good_behaviour,[question] curiosity_or_good_manners,[question] democracy_own_country_satisfaction,[question] next_generation_opportunities,[question] currentplace_change_past5years,[question] hometown_change_past5years,[question] country_direction_past5years,[question] financial_situation_change_past5years,[question] international_trade_gain_or_loss,[question] country_comes_first,[question] improving_life_by_hardwork,[question] conspiracy,[question] government_controlled_by_elite,[question] trust_in_own_judgment,[question] perceived_effect_of_diversity,[question] gender_discrimination_importance,[question] family_friends_highereducation,[question] worldview
4bfdcfe0-9dd6-0134-449b-0a62e1402143,0.3925130246,IT,38,2,4,2,1,4,4,,3,2,1,1,1,,1,4,2,6,3,4,3,2,3,3,3,2,3 | 4 | 9 | 13 | 1 | 2,4 | 2 | 3 | 1 | 5,2,1,5,,4,3,6,2,3,3,4,,1,1,,,,,,,,,1 | 4 | 3 | 6 | 7 | 5 | 9 | 2 | 10 | 8,1,,,3,,,,,1,,2,3,3 | 6 | 7 | 8 | 9,3 | 9 | 8 | 6 | 7,1 | 6 | 3 | 5 | 2 | 4,2,2,2,1,1,2,3,3,,3,4,3,3,3,3,3,3,3,2,4,2
832f7240-9dd6-0134-45db-0a62e1402143,0.4564055092,IT,25,2,3,2,1,4,4,,3,1,1,1,2,,1,2,2,1,6,5,3,6,4,5,5,5,3 | 1 | 13 | 9,4 | 2 | 1 | 3 | 5,3,1,5,,2,2,1,3,5,3,1,,2,1,,,,,,,,,2 | 5 | 1 | 6 | 8 | 9 | 7 | 10 | 4 | 3,3,,,1,,,,,3,,1,1,1,1,3 | 4 | 1 | 2 | 5 | 6,1,1,2,2,1,4,5,5,5,1,5,5,1,1,1,3,3,3,3,1,2
9a9d4f00-9dd6-0134-464d-0a62e1402143,0.590137089,IT,41,1,4,1,1,3,5,,5,1,1,1,1,,1,3,2,7,3,3,3,3,2,5,5,5,3 | 1 | 13 | 11 | 12 | 9 | 6,3 | 1 | 2 | 4 | 5,3,2,5,,6,3,3,5,5,6,2,,1,1,,,,,,,,,3 | 10 | 6 | 8 | 2 | 1 | 5 | 4 | 7 | 9,3,,,4,,,,,3,,1,2,3 | 4 | 7 | 6 | 12,4 | 3 | 6 | 7 | 12,1 | 4 | 5 | 6 | 3 | 2,1,2,2,1,2,3,4,3,4,1,3,5,3,3,1,1,1,3,3,3,2
0a183f30-9dd7-0134-493d-0aaafcbd6b1f,1.285191894,IT,28,1,3,1,1,3,2,1,6,1,1,1,1,,2,2,2,4,3,2,3,2,3,3,2,3,4 | 9 | 1 | 13 | 3,3 | 4 | 1 | 2 | 5,1,2,5,,4,3,3,2,3,4,3,,1,1,,,,,,,,,8 | 3 | 1 | 2 | 5 | 6 | 10 | 7 | 4 | 9,8,,,1,,,,,8,,2,2,5 | 4 | 3 | 8 | 9,5 | 3 | 8 | 9 | 4,5 | 1 | 4 | 3 | 6 | 2,2,1,2,2,2,2,2,2,2,2,4,4,1,1,2,2,3,4,4,2,1
279cf910-9dd7-0134-48f0-0a62e1402143,0.6363437884,IT,22,2,5,2,2,5,5,,3,2,4,1,10,,3,2,2,13,2,6,4,3,5,5,3,6,3 | 1 | 9 | 13 | 4 | 14,3 | 2 | 4 | 1 | 5,4,4,5,,4,2,1,4,5,6,4,,6,5,,,,,,,,,8 | 2 | 5 | 10 | 3 | 4 | 7 | 9 | 6 | 1,12,,,,,,,,8,,2,3,13 | 14 | 5 | 4 | 7,4 | 7 | 14 | 5 | 13,5 | 3 | 1 | 4 | 6 | 2,3,1,3,3,2,3,3,5,,1,4,2,2,1,1,1,3,3,1,3,1
2e572340-9dd7-0134-49c7-0aaafcbd6b1f,1.036088544,IT,47,2,3,1,1,4,4,,3,1,1,1,1,,2,2,2,6,2,3,3,3,2,3,3,2,13 | 1 | 9,2 | 4 | 5 | 1 | 3,2,1,5,,5,2,2,2,3,3,4,,2,2,,,,,,,,,8 | 3 | 6 | 4 | 10 | 2 | 9 | 7 | 5 | 1,11,,,1,,,,,3,,2,2,3 | 4 | 5 | 6 | 7,5 | 4 | 3 | 6 | 7,3 | 4 | 1 | 5 | 6 | 2,3,2,2,1,1,2,2,3,3,2,3,3,1,1,3,1,2,4,2,3,1
349a9f90-9dd7-0134-49dd-0aaafcbd6b1f,1.426511361,IT,26,2,3,1,1,4,4,,3,1,1,8,6,2,5,5,2,7,1,4,3,3,5,3,3,3,9 | 1 | 13 | 3,5 | 4 | 2 | 1 | 3,4,1,5,,5,1,1,2,2,2,3,,1,1,,,,,,,,,1 | 6 | 3 | 9 | 5 | 8 | 10 | 4 | 7 | 2,1,,,5,,,,,1,,1,4,4 | 6 | 7 | 8 | 9,7 | 4 | 6 | 9 | 8,3 | 6 | 5 | 4 | 1 | 2,3,2,2,1,2,3,3,3,3,3,3,3,3,2,4,2,2,3,1,2,2
96aeb090-9dd7-0134-4ad2-0a62e1402143,0.7346521107,IT,38,2,4,1,1,5,4,,3,2,1,1,1,,3,3,2,7,5,4,4,5,4,4,5,5,1 | 3 | 7 | 9 | 2 | 6 | 13,1 | 4 | 3 | 5 | 2,2,2,5,,8,3,2,4,3,3,5,,1,1,,,,,,,,,6 | 2 | 5 | 4 | 1 | 7 | 8 | 9 | 3 | 10,1,,,3,,,,,2,,1,5,1 | 2 | 3 | 4 | 5,4 | 3 | 2 | 5 | 1,3 | 4 | 6 | 5 | 2 | 1,2,1,2,1,1,2,1,5,,3,4,5,1,3,2,1,1,5,1,5,1
5d273aa0-9dd8-0134-4ee2-0aaafcbd6b1f,0.8542373111,IT,19,2,3,1,1,4,1,1,3,1,1,2,6,3,2,2,2,11,3,3,2,2,5,3,4,6,9 | 13 | 1,5 | 4 | 2 | 3 | 1,5,1,1 | 4,3,1,2,4,3,3,4,5,,4,2,,,,,,,,,10 | 2 | 1 | 3 | 4 | 5 | 6 | 7 | 8 | 9,12,,,,,,,,12,,,,4 | 6 | 7 | 10 | 12,4 | 6 | 7 | 12 | 10,5 | 3 | 6 | 4 | 2 | 1,3,2,2,1,2,3,4,4,6,2,4,3,3,2,2,1,4,2,1,2,1
72b23c30-9dd8-0134-4f39-0aaafcbd6b1f,1.02691682,IT,56,1,3,1,1,4,4,,6,1,1,1,1,,3,3,2,6,2,2,2,3,2,2,2,2,1 | 2 | 13,1 | 2 | 3 | 4 | 5,2,2,3,3,4,2,2,2,2,5,3,,1,1,,,,,,,,,8 | 10 | 2 | 5 | 1 | 3 | 4 | 9 | 7 | 6,8,,,1,,,,,8,,1,3,2 | 1 | 10,2 | 10 | 1,1 | 2 | 4 | 3 | 6 | 5,2,2,2,1,2,4,2,2,3,2,3,2,2,2,2,2,4,4,2,3,1
7592e8b0-9dd8-0134-4f40-0aaafcbd6b1f,0.5486654448,IT,54,1,3,2,1,4,4,,2,2,1,8,8,,1,3,2,6,3,3,3,3,2,5,5,5,6 | 7 | 9 | 1 | 13,1 | 5 | 2 | 3 | 4,2,3,4,1,6,2,3,4,4,5,4,,5,1,,,,,,,,,8 | 9 | 10 | 3 | 7 | 5 | 2 | 4 | 1 | 6,8,,,3,,,,,8,,1,2,10,10,5 | 2 | 6 | 1 | 3 | 4,1,1,2,2,2,4,4,5,,1,3,2,1,2,2,2,1,5,4,3,1
904f9e20-9dd8-0134-4fa6-0aaafcbd6b1f,0.7229958716,IT,31,1,4,1,1,3,5,,4,1,1,8,3,,1,4,2,3,2,4,3,4,4,4,2,2,9 | 13 | 7 | 6,4 | 5 | 2 | 3 | 1,5,2,1,2,2,1,1,3,4,3,4,,1,1,,,,,,,,,4 | 3 | 6 | 1 | 7 | 9 | 2 | 5 | 10 | 8,4,,,4,,,,,4,,1,4,3 | 4 | 2 | 6 | 5,4 | 2 | 6 | 3 | 5,5 | 2 | 6 | 3 | 1 | 4,3,2,2,1,2,3,2,4,4,2,4,2,3,2,1,2,2,3,1,3,2
e736a250-9dd8-0134-b5cc-0a62e1402143,2.822996162,IT,47,2,2,1,1,2,5,,4,1,1,8,9,,3,4,1,3,3,5,4,6,4,5,5,6,3 | 1 | 6 | 2 | 4 | 13 | 9,1 | 3 | 2 | 4 | 5,1,1,4,3,8,2,3,4,5,2,2,,2,1,,,,,,,,,3 | 7 | 4 | 6 | 8 | 2 | 1 | 10 | 5 | 9,12,,,,,,,,3,,2,2,2 | 4 | 3 | 5 | 9,2 | 4 | 5 | 9 | 3,3 | 4 | 5 | 6 | 1 | 2,4,1,2,1,2,4,4,6,6,1,5,5,2,2,1,1,1,5,3,5,1
5e4e6540-9dd9-0134-52c3-0aaafcbd6b1f,0.7346521107,IT,32,2,4,1,1,3,1,1,4,1,1,6,2,,2,2,2,5,2,2,3,2,3,3,2,3,3 | 9 | 13 | 7 | 1 | 14 | 5,3 | 5 | 2 | 1 | 4,2,2,5,,4,2,3,1,3,2,2,,2,2,,,,,,,,,1 | 6 | 3 | 4 | 7 | 2 | 9 | 10 | 5 | 8,1,,,3,,,,,11,,2,1,1 | 4 | 3 | 11,1 | 3 | 4 | 11,6 | 5 | 1 | 3 | 2 | 4,2,1,2,1,1,3,2,3,3,4,4,3,3,2,3,1,1,1,1,2,2
08770630-9dda-0134-a3ff-0aaafcbd6b1f,0.7229958716,IT,36,1,4,1,1,1,5,,6,1,1,8,3,,2,3,3,13,2,6,4,6,5,4,3,2,9 | 13,5 | 4 | 3 | 2 | 1,5,1,5,,2,6,2,2,3,3,5,,1,1,,,,,,,,,6 | 3 | 1 | 4 | 5 | 2 | 7 | 9 | 8 | 10,11,,,4,,,,,11,,4,5,13 | 14,14 | 13,3 | 5 | 1 | 2 | 4 | 6,3,3,2,1,1,3,3,3,3,2,4,4,4,3,3,2,4,1,2,2,2
61f24cd0-9dda-0134-a55f-0aaafcbd6b1f,0.6866577395,IT,29,1,3,2,2,2,5,,3,2,1,1,3,,1,2,2,2,1,3,1,2,4,4,4,3,6 | 1 | 13,2 | 1 | 3 | 5 | 4,2,1,5,,5,3,6,5,5,5,5,,4,2,,,,,,,,,2 | 3 | 6 | 4 | 5 | 8 | 7 | 10 | 9 | 1,2,,,4,,,,,3,,3,3,3 | 4 | 5 | 8 | 14,4 | 3 | 5 | 8 | 14,2 | 5 | 6 | 1 | 4 | 3,2,2,2,1,2,3,4,5,,1,5,4,3,2,2,5,3,5,3,5,1
85bfe450-9dda-0134-a5db-0aaafcbd6b1f,0.5535657521,IT,52,2,3,2,1,3,4,,2,1,1,1,1,,3,3,2,5,4,3,4,2,3,4,4,3,13 | 9 | 6 | 1,2 | 4 | 1 | 5 | 3,5,4,5,,5,2,2,2,2,2,4,,1,1,,,,,,,,,1 | 6 | 5 | 4 | 9 | 7 | 2 | 10 | 8 | 3,1,,,5,,,,,1,,1,2,2 | 4 | 6 | 13 | 8,2 | 4 | 6 | 13 | 8,3 | 5 | 1 | 6 | 2 | 4,1,2,2,2,2,2,4,4,4,2,4,2,2,2,3,4,3,2,2,5,2
ad50bc10-9dda-0134-0eb9-0a62e1402143,1.027493505,IT,22,1,3,1,1,2,4,,5,2,1,8,6,1,2,4,3,13,2,3,5,3,5,4,2,3,1 | 9 | 13,4 | 1 | 5 | 2 | 3,5,1,4,1,4,2,2,3,4,3,3,,1,1,,,,,,,,,3 | 6 | 10 | 8 | 1 | 5 | 9 | 7 | 4 | 2,11,,,3,,,,,11,,2,3,2 | 4 | 6 | 11 | 1,2 | 6 | 11 | 1 | 4,6 | 2 | 3 | 1 | 5 | 4,3,1,2,1,1,3,2,2,,2,3,4,4,2,3,2,3,3,1,2,2
28469ec0-9ddb-0134-127c-0a62e1402143,0.2107135637,IT,24,2,4,2,1,4,1,1,3,1,4,8,6,2,2,1,2,10,3,3,4,3,4,4,4,5,1 | 9 | 13 | 3,1 | 4 | 2 | 3 | 5,2,1,5,,3,2,1,3,4,5,4,,2,1,,,,,,,,,3 | 1 | 8 | 2 | 7 | 5 | 9 | 10 | 6 | 4,11,,,3,,,,,11,,3,3,3 | 2 | 4 | 12 | 14,2 | 3 | 4 | 12 | 14,3 | 5 | 2 | 1 | 4 | 6,2,2,2,1,1,4,4,3,4,3,4,2,3,2,3,1,4,3,3,6,2
2e65f920-9ddb-0134-129e-0a62e1402143,1.249669353,IT,18,1,2,2,1,3,5,,2,1,1,1,3,,5,5,2,13,6,6,5,6,5,5,5,5,13 | 1 | 3,1 | 5 | 3 | 4 | 2,1,1,5,,3,1,1,3,5,3,5,,1,1,,,,,,,,,2 | 5 | 4 | 6 | 1 | 7 | 3 | 10 | 9 | 8,6,,,3,,,,,10,,2,3,2,2,5 | 1 | 3 | 6 | 2 | 4,1,2,3,1,2,3,4,6,2,5,3,5,1,1,1,1,2,3,4,4,1
2663e490-9ddc-0134-acbb-0aaafcbd6b1f,1.285191894,IT,29,1,3,1,1,1,1,13,3,1,6,1,1,,2,2,2,3,2,1,3,2,2,4,2,5,9 | 13 | 1,2 | 3 | 4 | 1 | 5,2,1,3,2,3,2,1,4,4,3,3,,1,1,,,,,,,,,2 | 5 | 8 | 1 | 9 | 3 | 7 | 6 | 10 | 4,1,,,2,,,,,2,,3,2,3,3,5 | 6 | 2 | 3 | 4 | 1,3,1,1,1,2,2,3,2,2,4,3,2,1,3,3,2,3,1,2,1,2
960d6870-9ddc-0134-ae37-0aaafcbd6b1f,0.7346521107,IT,30,2,4,1,1,3,4,,3,1,1,1,1,,2,2,2,7,3,2,2,3,2,4,3,4,9 | 13 | 1 | 12 | 6 | 7,4 | 1 | 3 | 2 | 5,2,1,4,2,5,3,2,2,3,3,3,,2,1,,,,,,,,,1 | 10 | 7 | 4 | 5 | 8 | 2 | 6 | 9 | 3,1,,,3,,,,,1,,2,3,5 | 3 | 2 | 1 | 10,5 | 3 | 1 | 10 | 2,5 | 3 | 1 | 2 | 4 | 6,2,2,2,2,1,2,4,3,3,3,2,4,3,1,3,2,2,3,2,4,1
c3539520-9ddc-0134-af02-0aaafcbd6b1f,1.22390904,IT,46,1,2,2,1,3,5,,1,2,1,8,1,,2,1,1,4,2,3,2,3,1,4,4,4,9 | 3 | 1,2 | 1 | 4 | 3 | 5,2,1,5,,7,3,2,4,3,3,4,,1,1,,,,,,,,,1 | 6 | 4 | 3 | 9 | 2 | 7 | 5 | 8 | 10,1,,,4,,,,,1,,2,2,3 | 4 | 5 | 6 | 8,8 | 6 | 4 | 3 | 5,3 | 1 | 6 | 2 | 5 | 4,5,2,2,2,1,2,4,2,,2,4,2,3,4,2,4,3,2,1,5,1
ca61e830-9ddc-0134-af21-0aaafcbd6b1f,1.426511361,IT,39,2,3,1,1,3,1,1,6,2,1,1,1,,2,2,2,7,3,1,3,3,2,4,4,2,6 | 9 | 2 | 13 | 1 | 3,4 | 2 | 1 | 5 | 3,2,1,3,2,4,2,2,1,4,4,3,,3,2,,,,,,,,,3 | 8 | 5 | 1 | 9 | 10 | 7 | 6 | 4 | 2,3,,,3,,,,,3,,1,2,3 | 4 | 5 | 7 | 6,4 | 3 | 6 | 7 | 5,5 | 2 | 3 | 1 | 6 | 4,2,2,2,2,1,3,4,4,,2,2,4,2,2,2,3,4,4,2,3,1
21986370-9ddd-0134-b73f-0a62e1402143,0.6051672934,IT,46,2,4,1,1,4,4,,6,1,1,1,1,,2,2,2,7,3,3,2,3,3,4,4,3,9 | 4 | 13 | 10 | 6 | 11 | 2 | 1 | 14,2 | 4 | 1 | 3 | 5,1,5,1,4,6,6,3,1,2,4,2,,1,1,,,,,,,,,1 | 3 | 2 | 5 | 4 | 6 | 7 | 10 | 9 | 8,4,,,2,,,,,3,,2,2,7 | 11 | 12,7 | 12 | 11,3 | 6 | 4 | 1 | 5 | 2,1,2,2,1,1,2,1,3,1,3,1,2,1,2,3,2,4,3,3,4,1
6a923bd0-9dde-0134-b6a5-0aaafcbd6b1f,1.036088544,IT,42,2,3,1,1,4,4,,4,1,1,1,1,,2,3,2,6,3,2,2,2,2,4,4,3,3 | 13 | 2 | 1 | 9,1 | 2 | 3 | 4 | 5,1,2,3 | 1,3,5,2,2,3,5,4,1,,1,1,,,,,,,,,8 | 3 | 2 | 9 | 10 | 7 | 5 | 6 | 4 | 1,8,,,4,,,,,8,,1,2,3 | 6 | 5 | 4 | 10,5 | 3 | 4 | 6 | 10,1 | 4 | 2 | 3 | 6 | 5,1,2,1,2,2,3,4,2,2,4,2,2,1,1,3,1,2,4,2,3,2
cb09af90-9dde-0134-f563-0a62e1402143,1.027493505,IT,24,1,3,1,1,3,4,,3,1,1,1,9,,2,3,2,4,2,4,4,3,3,4,3,3,9 | 6 | 13 | 1,1 | 4 | 2 | 5 | 3,2,1,5,,5,2,2,3,4,5,2,,2,1,,,,,,,,,3 | 8 | 10 | 5 | 2 | 7 | 6 | 9 | 1 | 4,3,,,2,,,,,3,,1,3,2 | 3 | 4 | 5 | 7,2 | 3 | 4 | 5 | 7,3 | 2 | 4 | 1 | 5 | 6,2,2,1,2,2,3,4,3,3,1,5,5,2,2,2,1,1,3,2,3,2
007de300-9ddf-0134-ba76-0aaafcbd6b1f,0.4971302049,IT,25,1,4,1,1,5,4,,3,1,1,1,6,3,2,3,2,5,3,3,2,3,1,3,2,4,1,4 | 5 | 1 | 2 | 3,2,7,5,,2,1,5,3,3,3,4,,1,1,,,,,,,,,1 | 2 | 3 | 4 | 6 | 8 | 10 | 9 | 7 | 5,4,,,4,,,,,11,,1,5,6 | 7,7 | 6,4 | 2 | 1 | 3 | 6 | 5,5,2,1,3,3,2,1,1,1,4,1,1,3,3,3,3,3,3,2,1,2
8e942260-9ddf-0134-f99f-0a62e1402143,1.036088544,IT,40,2,3,1,1,3,4,,4,1,1,8,1,,2,3,2,6,3,3,3,2,2,3,3,1,3 | 6 | 5 | 13 | 11 | 1 | 2 | 7 | 9,2 | 3 | 4 | 5 | 1,1,2,2 | 4,4,4,6,2,4,5,5,2,,1,1,,,,,,,,,8 | 10 | 2 | 5 | 7 | 3 | 9 | 4 | 1 | 6,8,,,5,,,,,8,,1,3,3 | 5 | 4 | 10 | 12,5 | 4 | 3 | 10 | 12,4 | 1 | 2 | 5 | 3 | 6,1,1,2,1,1,3,2,5,5,1,4,5,3,1,2,1,2,5,3,4,1
b06c1e20-9ddf-0134-fa4b-0a62e1402143,0.5535657521,IT,42,2,3,2,1,4,4,,1,1,1,1,1,,2,2,2,5,2,3,3,3,3,2,4,2,4 | 3 | 10 | 6 | 13 | 5 | 9 | 1 | 11 | 2 | 7,1 | 2 | 3 | 5 | 4,1,2,5,,7,3,3,2,2,3,2,,2,1,,,,,,,,,1 | 6 | 4 | 2 | 3 | 5 | 8 | 9 | 10 | 7,1,,,4,,,,,1,,2,2,3 | 6 | 7,3 | 6 | 7,2 | 1 | 5 | 4 | 3 | 6,2,2,2,2,2,3,2,2,3,2,3,2,2,2,3,3,2,4,2,2,2
636f8320-9de0-0134-08dd-0a62e1402143,1.285191894,IT,31,1,3,1,1,1,3,7,7,2,1,1,1,,1,1,2,4,2,3,2,3,2,4,3,2,13 | 9 | 7 | 3 | 1,4 | 2 | 3 | 1 | 5,5,1,5,,4,2,2,3,3,3,4,,1,1,,,,,,,,,3 | 1 | 2 | 8 | 6 | 9 | 10 | 7 | 5 | 4,1,,,1,,,,,3,,1,1,3 | 4 | 5 | 6 | 8,3 | 5 | 4 | 8 | 6,5 | 1 | 6 | 4 | 3 | 2,1,2,2,1,1,4,2,4,,1,4,2,2,2,4,1,1,5,4,2,2
ee8095e0-9de0-0134-1415-0aaafcbd6b1f,0.4971302049,IT,23,1,4,1,1,4,4,,3,2,1,8,9,,1,3,1,10,4,3,1,3,1,4,2,3,9 | 2 | 1 | 13 | 8 | 6,4 | 2 | 1 | 3 | 5,1,1,1,3,4,2,2,1,4,3,4,,4,3,,,,,,,,,4 | 3 | 1 | 6 | 10 | 7 | 2 | 5 | 9 | 8,13,,,,,,,,11,,3,1,6 | 13 | 14 | 2,6 | 13 | 14 | 2,3 | 5 | 2 | 4 | 6 | 1,2,2,2,1,1,4,2,3,,2,3,3,5,2,3,5,5,2,2,3,2
22bb1de0-9de1-0134-a67c-0aaafcbd6b1f,0.7346521107,IT,38,2,4,1,1,3,5,,3,1,1,1,3,,2,2,2,4,3,2,2,2,5,3,2,2,9 | 1 | 6 | 13,4 | 2 | 1 | 3 | 5,2,1,5,,2,5,1,1,2,3,3,,1,1,,,,,,,,,1 | 3 | 6 | 4 | 5 | 9 | 2 | 7 | 10 | 8,1,,,4,,,,,1,,1,4,6 | 13 | 11 | 10 | 4,4 | 6 | 10 | 11 | 13,3 | 1 | 2 | 5 | 6 | 4,3,1,2,1,1,2,2,2,2,4,4,2,3,2,4,5,3,2,1,5,2
3812f1b0-9de1-0134-91af-0a62e1402143,1.426511361,IT,34,2,3,1,1,2,5,,6,1,1,8,1,,2,3,2,6,3,3,3,2,2,5,3,4,3 | 1 | 9 | 13 | 2,2 | 4 | 1 | 3 | 5,3,2,5,,5,4,1,4,4,5,4,,2,1,,,,,,,,,8 | 10 | 3 | 2 | 9 | 4 | 5 | 1 | 7 | 6,10,,,3,,,,,8,,2,3,3 | 4 | 5 | 9 | 10,4 | 5 | 3 | 10 | 9,1 | 5 | 4 | 3 | 2 | 6,2,2,1,1,2,3,2,2,2,2,2,4,2,1,2,3,3,5,3,3,1
419e8c00-9de1-0134-a751-0aaafcbd6b1f,0.7346521107,IT,36,2,4,1,1,3,4,,4,1,1,1,1,,1,3,2,4,3,4,3,3,3,3,4,3,9 | 13,1 | 4 | 2 | 3 | 5,5,1,5,,3,4,2,3,4,4,3,,1,1,,,,,,,,,3 | 5 | 2 | 8 | 10 | 9 | 6 | 7 | 4 | 1,3,,,4,,,,,3,,2,2,3 | 4 | 6,4 | 3 | 6,1 | 3 | 2 | 4 | 6 | 5,2,1,2,1,2,3,3,3,3,3,3,2,2,2,3,2,2,2,2,3,1
5bf56960-9de1-0134-a7fd-0aaafcbd6b1f,1.02691682,IT,50,1,3,1,1,3,4,,4,1,1,1,2,,2,2,2,5,2,4,3,3,3,3,3,2,1 | 9 | 13,3 | 5 | 4 | 2 | 1,1,2,1,2,8,2,2,3,4,5,3,,1,1,,,,,,,,,8 | 2 | 3 | 10 | 5 | 9 | 1 | 7 | 4 | 6,3,,,4,,,,,8,,1,3,3 | 4 | 5 | 9 | 12,3 | 4 | 5 | 9 | 12,1 | 6 | 3 | 5 | 2 | 4,2,2,2,1,2,3,4,4,4,3,4,3,3,2,2,2,2,4,2,4,1
f6fa5510-9de2-0134-d0c5-0a62e1402143,1.036088544,IT,40,2,3,1,1,2,4,,4,1,1,1,1,,2,4,2,4,3,4,3,5,2,3,4,4,1 | 9,4 | 5 | 2 | 1 | 3,4,3,5,,4,2,3,2,2,4,3,,1,1,,,,,,,,,1 | 5 | 10 | 9 | 4 | 3 | 2 | 6 | 7 | 8,1,,,4,,,,,1,,2,3,4 | 5 | 3 | 12 | 8,4 | 3 | 12 | 8 | 5,6 | 4 | 3 | 5 | 2 | 1,3,2,2,2,1,3,4,3,4,3,3,5,2,2,2,2,3,4,2,2,1
27b9d0e0-9de3-0134-6b35-0a62e1402143,0.7346521107,IT,26,2,4,1,1,4,4,,3,1,6,1,6,2,3,4,2,11,2,3,2,1,3,4,3,2,6 | 3 | 4 | 1 | 9,4 | 2 | 3 | 1 | 5,2,1,2,2,5,2,2,2,4,5,4,,1,1,,,,,,,,,2 | 10 | 5 | 8 | 9 | 4 | 1 | 7 | 3 | 6,2,,,4,,,,,2,,1,3,3 | 4 | 7 | 9 | 12,4 | 7 | 3 | 9 | 12,3 | 5 | 2 | 6 | 1 | 4,2,2,2,2,2,3,4,3,4,2,3,5,2,1,3,4,3,3,2,3,1
a9597b50-9de3-0134-eea5-0a62e1402143,0.7229958716,IT,39,1,4,1,1,5,4,,5,1,4,1,9,,2,3,2,6,2,4,3,3,3,4,5,3,9,5 | 4 | 2 | 1 | 3,6,,2,4,5,2,2,1,4,5,4,,1,1,,,,,,,,,10 | 3 | 2 | 5 | 4 | 1 | 7 | 8 | 9 | 6,10,,,5,,,,,10,,1,3,6 | 7 | 4 | 3,3 | 4 | 6 | 7,5 | 3 | 2 | 6 | 4 | 1,1,2,2,1,2,2,3,3,3,4,4,2,1,1,4,3,4,4,1,4,1
bf831a80-9de3-0134-5564-0aaafcbd6b1f,0.7621624995,IT,29,2,3,2,1,3,4,,1,1,1,1,1,,2,4,2,13,2,2,3,3,3,5,3,3,13 | 9 | 1,4 | 2 | 1 | 3 | 5,5,1,5,,1,4,1,4,3,4,4,,2,2,,,,,,,,,3 | 8 | 1 | 10 | 2 | 5 | 4 | 7 | 9 | 6,3,,,2,,,,,12,,,,3 | 5 | 6 | 7 | 10,7 | 3 | 5 | 10 | 6,3 | 5 | 6 | 2 | 1 | 4,2,2,2,1,2,3,3,3,3,3,3,4,3,3,2,1,2,4,2,4,1
cb208030-9de3-0134-efa5-0a62e1402143,2.593147926,IT,38,2,5,2,3,,1,13,1,2,1,8,10,,2,3,3,13,6,6,5,2,2,6,6,1,3 | 4 | 1 | 13 | 9,3 | 5 | 2 | 4 | 1,5,1,5,,1,1,1,3,3,3,3,,6,4,,,,,,,,,9 | 10 | 8 | 4 | 7 | 5 | 2 | 3 | 6 | 1,12,,,,,,,,12,,,,16,,4 | 2 | 1 | 5 | 6 | 3,5,2,3,3,1,3,4,6,,3,4,2,3,4,1,4,3,5,3,2,2
d93d6d00-9de3-0134-561c-0aaafcbd6b1f,1.036088544,IT,42,2,3,1,1,3,4,,3,1,1,1,1,,1,3,2,7,2,4,3,4,2,5,5,3,3 | 1 | 13 | 9 | 6,2 | 4 | 1 | 3 | 5,1,2,4 | 1,1,4,3,1,3,5,5,2,,1,1,,,,,,,,,3 | 2 | 5 | 10 | 8 | 4 | 1 | 7 | 6 | 9,2,,,5,,,,,3,,1,2,3 | 4 | 5 | 6 | 7,7 | 4 | 3 | 5 | 6,5 | 4 | 2 | 3 | 6 | 1,2,2,2,1,1,4,4,5,5,1,5,5,2,2,3,3,3,2,3,2,2
